wordpress_attachment_id,legacy_url,expected_relative_path,actual_archive_path,filename,mime_type,alt_text,caption,master_asset,derivative_count,referenced_by_content,status,notes
659,https://onixdatacentres.com/wp-content/uploads/2021/10/zz-teammember4-1.jpg,2021/10/zz-teammember4-1.jpg,2021/10/zz-teammember4-1.jpg,zz-teammember4-1.jpg,,,,yes,4,no,UNUSED,not referenced by scoped content scan
660,https://onixdatacentres.com/wp-content/uploads/2021/10/zz-teammember3-1.jpg,2021/10/zz-teammember3-1.jpg,2021/10/zz-teammember3-1.jpg,zz-teammember3-1.jpg,,,,yes,4,no,UNUSED,not referenced by scoped content scan
664,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-1.png,2021/10/placeholder-1.png,2021/10/placeholder-1.png,placeholder-1.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
665,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-2.png,2021/10/placeholder-2.png,2021/10/placeholder-2.png,placeholder-2.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
666,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-3.png,2021/10/placeholder-3.png,2021/10/placeholder-3.png,placeholder-3.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
667,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-4.png,2021/10/placeholder-4.png,2021/10/placeholder-4.png,placeholder-4.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
671,https://onixdatacentres.com/wp-content/uploads/2021/10/ellyot-623921-unsplash.jpg,2021/10/ellyot-623921-unsplash.jpg,2021/10/ellyot-623921-unsplash.jpg,ellyot-623921-unsplash.jpg,,,,yes,6,no,UNUSED,not referenced by scoped content scan
672,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-1-1.png,2021/10/placeholder-1-1.png,2021/10/placeholder-1-1.png,placeholder-1-1.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
673,https://onixdatacentres.com/wp-content/uploads/2021/10/nasa-63032-unsplash.jpg,2021/10/nasa-63032-unsplash.jpg,2021/10/nasa-63032-unsplash.jpg,nasa-63032-unsplash.jpg,,,,yes,6,no,UNUSED,not referenced by scoped content scan
674,https://onixdatacentres.com/wp-content/uploads/2021/10/ellyot-623926-unsplash.jpg,2021/10/ellyot-623926-unsplash.jpg,2021/10/ellyot-623926-unsplash.jpg,ellyot-623926-unsplash.jpg,,,,yes,6,no,UNUSED,not referenced by scoped content scan
678,https://onixdatacentres.com/wp-content/uploads/2021/10/matheus-ferrero-216385.jpg,2021/10/matheus-ferrero-216385.jpg,2021/10/matheus-ferrero-216385.jpg,matheus-ferrero-216385.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
679,https://onixdatacentres.com/wp-content/uploads/2021/10/giano-currie-268947-unsplash.jpg,2021/10/giano-currie-268947-unsplash.jpg,2021/10/giano-currie-268947-unsplash.jpg,giano-currie-268947-unsplash.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
680,https://onixdatacentres.com/wp-content/uploads/2021/10/fabian-moller-401639-unsplash.jpg,2021/10/fabian-moller-401639-unsplash.jpg,2021/10/fabian-moller-401639-unsplash.jpg,fabian-moller-401639-unsplash.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
681,https://onixdatacentres.com/wp-content/uploads/2021/10/oladimeji-odunsi-367505-unsplash.jpg,2021/10/oladimeji-odunsi-367505-unsplash.jpg,2021/10/oladimeji-odunsi-367505-unsplash.jpg,oladimeji-odunsi-367505-unsplash.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
686,https://onixdatacentres.com/wp-content/uploads/2021/10/pexels-photo-1037915.jpeg,2021/10/pexels-photo-1037915.jpeg,2021/10/pexels-photo-1037915.jpeg,pexels-photo-1037915.jpeg,,,,yes,4,no,UNUSED,not referenced by scoped content scan
687,https://onixdatacentres.com/wp-content/uploads/2021/10/man-crazy-funny-dude-45882.jpeg,2021/10/man-crazy-funny-dude-45882.jpeg,2021/10/man-crazy-funny-dude-45882.jpeg,man-crazy-funny-dude-45882.jpeg,,,,yes,4,no,UNUSED,not referenced by scoped content scan
688,https://onixdatacentres.com/wp-content/uploads/2021/10/kermen-tutkunova-5771762unsplash.jpg,2021/10/kermen-tutkunova-5771762unsplash.jpg,2021/10/kermen-tutkunova-5771762unsplash.jpg,kermen-tutkunova-5771762unsplash.jpg,,,,yes,3,yes,FOUND,
689,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-5.png,2021/10/placeholder-5.png,2021/10/placeholder-5.png,placeholder-5.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
690,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-6.png,2021/10/placeholder-6.png,2021/10/placeholder-6.png,placeholder-6.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
691,https://onixdatacentres.com/wp-content/uploads/2021/10/placeholder-7.png,2021/10/placeholder-7.png,2021/10/placeholder-7.png,placeholder-7.png,,,,yes,4,no,UNUSED,not referenced by scoped content scan
695,https://onixdatacentres.com/wp-content/uploads/2021/10/pexels-cristian-jako-4673599.jpg,2021/10/pexels-cristian-jako-4673599.jpg,2021/10/pexels-cristian-jako-4673599.jpg,pexels-cristian-jako-4673599.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
696,https://onixdatacentres.com/wp-content/uploads/2021/10/pumpkin-1838545_1920.jpg,2021/10/pumpkin-1838545_1920.jpg,2021/10/pumpkin-1838545_1920.jpg,pumpkin-1838545_1920.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
697,https://onixdatacentres.com/wp-content/uploads/2021/10/pexels-toni-friedemann-5233511-scaled-1.jpg,2021/10/pexels-toni-friedemann-5233511-scaled-1.jpg,2021/10/pexels-toni-friedemann-5233511-scaled-1.jpg,pexels-toni-friedemann-5233511-scaled-1.jpg,,,,yes,6,no,UNUSED,not referenced by scoped content scan
698,https://onixdatacentres.com/wp-content/uploads/2021/10/pexels-amir-seilsepour-4383577-scaled-1.jpg,2021/10/pexels-amir-seilsepour-4383577-scaled-1.jpg,2021/10/pexels-amir-seilsepour-4383577-scaled-1.jpg,pexels-amir-seilsepour-4383577-scaled-1.jpg,,,,yes,6,no,UNUSED,not referenced by scoped content scan
699,https://onixdatacentres.com/wp-content/uploads/2021/10/dark-17604_1920.jpg,2021/10/dark-17604_1920.jpg,2021/10/dark-17604_1920.jpg,dark-17604_1920.jpg,,,,yes,5,no,UNUSED,not referenced by scoped content scan
799,https://onixdatacentres.com/wp-content/uploads/2021/11/AIIM.png,2021/11/AIIM.png,2021/11/AIIM.png,AIIM.png,,,,yes,2,no,UNUSED,not referenced by scoped content scan
1287,https://onixdatacentres.com/wp-content/uploads/2019/12/blog-post.png,2019/12/blog-post.png,2019/12/blog-post.png,blog-post.png,,,,yes,3,yes,FOUND,
1302,https://onixdatacentres.com/wp-content/uploads/2019/11/blog1.jpg,2019/11/blog1.jpg,2019/11/blog1.jpg,blog1.jpg,,,,yes,3,no,UNUSED,not referenced by scoped content scan
3382,https://onixdatacentres.com/wp-content/uploads/2020/12/connect-unconnected.jpg,2020/12/connect-unconnected.jpg,2020/12/connect-unconnected.jpg,connect-unconnected.jpg,,,,yes,1,yes,FOUND,
3384,https://onixdatacentres.com/wp-content/uploads/2020/12/broadband-blog.jpg,2020/12/broadband-blog.jpg,2020/12/broadband-blog.jpg,broadband-blog.jpg,,,,yes,6,yes,FOUND,
3386,https://onixdatacentres.com/wp-content/uploads/2020/12/carrier-neutral.jpg,2020/12/carrier-neutral.jpg,2020/12/carrier-neutral.jpg,carrier-neutral.jpg,,,,yes,6,yes,FOUND,
3388,https://onixdatacentres.com/wp-content/uploads/2020/12/government-blog.jpg,2020/12/government-blog.jpg,2020/12/government-blog.jpg,government-blog.jpg,,,,yes,6,no,UNUSED,not referenced by scoped content scan
3389,https://onixdatacentres.com/wp-content/uploads/2020/12/challenges.jpg,2020/12/challenges.jpg,2020/12/challenges.jpg,challenges.jpg,,,,yes,4,yes,FOUND,
3391,https://onixdatacentres.com/wp-content/uploads/2020/11/why-african.jpg,2020/11/why-african.jpg,2020/11/why-african.jpg,why-african.jpg,,,,yes,1,yes,FOUND,
3422,https://onixdatacentres.com/wp-content/uploads/2020/12/govt.jpg,2020/12/govt.jpg,2020/12/govt.jpg,govt.jpg,,,,yes,12,yes,FOUND,
3500,https://onixdatacentres.com/wp-content/uploads/2021/01/sun-africa-hand-telephone-mobile-phone-phone-ghana-samsung-mobile_t20_kLAw1K.jpg,2021/01/sun-africa-hand-telephone-mobile-phone-phone-ghana-samsung-mobile_t20_kLAw1K.jpg,2021/01/sun-africa-hand-telephone-mobile-phone-phone-ghana-samsung-mobile_t20_kLAw1K.jpg,sun-africa-hand-telephone-mobile-phone-phone-ghana-samsung-mobile_t20_kLAw1K.jpg,,,,yes,26,no,UNUSED,not referenced by scoped content scan
3632,https://onixdatacentres.com/wp-content/uploads/2021/01/rural-scene-fruit-africa-kenya-farmer-market-bright-and-colorful-vendors-selling_t20_e968xm.jpg,2021/01/rural-scene-fruit-africa-kenya-farmer-market-bright-and-colorful-vendors-selling_t20_e968xm.jpg,2021/01/rural-scene-fruit-africa-kenya-farmer-market-bright-and-colorful-vendors-selling_t20_e968xm.jpg,rural-scene-fruit-africa-kenya-farmer-market-bright-and-colorful-vendors-selling_t20_e968xm.jpg,,,,yes,25,yes,FOUND,
3880,https://onixdatacentres.com/wp-content/uploads/2021/03/Logo-Revert-5-01-1.png,2021/03/Logo-Revert-5-01-1.png,2021/03/Logo-Revert-5-01-1.png,Logo-Revert-5-01-1.png,,,,yes,25,no,UNUSED,not referenced by scoped content scan
3884,https://onixdatacentres.com/wp-content/uploads/2021/03/unnamed.png,2021/03/unnamed.png,2021/03/unnamed.png,unnamed.png,,,,yes,20,yes,FOUND,
3885,https://onixdatacentres.com/wp-content/uploads/2021/03/unnamed-1.png,2021/03/unnamed-1.png,2021/03/unnamed-1.png,unnamed-1.png,,,,yes,20,no,UNUSED,not referenced by scoped content scan
3976,https://onixdatacentres.com/wp-content/uploads/2021/04/Africa-Data-image-1.jpg,2021/04/Africa-Data-image-1.jpg,2021/04/Africa-Data-image-1.jpg,Africa-Data-image-1.jpg,,,,yes,19,yes,FOUND,
4012,https://onixdatacentres.com/wp-content/uploads/2021/06/unnamed-1.jpeg,2021/06/unnamed-1.jpeg,2021/06/unnamed-1.jpeg,unnamed-1.jpeg,,,,yes,9,yes,FOUND,
4013,https://onixdatacentres.com/wp-content/uploads/2021/06/unnamed-2.jpeg,2021/06/unnamed-2.jpeg,2021/06/unnamed-2.jpeg,unnamed-2.jpeg,,,,yes,20,yes,FOUND,
4024,https://onixdatacentres.com/wp-content/uploads/2021/09/Screenshot-2021-09-21-at-22.10.35.png,2021/09/Screenshot-2021-09-21-at-22.10.35.png,2021/09/Screenshot-2021-09-21-at-22.10.35.png,Screenshot-2021-09-21-at-22.10.35.png,,,,yes,22,yes,FOUND,
4030,https://onixdatacentres.com/wp-content/uploads/2021/09/pexels-red-zeppelin-4148472-scaled-1.jpg,2021/09/pexels-red-zeppelin-4148472-scaled-1.jpg,2021/09/pexels-red-zeppelin-4148472-scaled-1.jpg,pexels-red-zeppelin-4148472-scaled-1.jpg,,,,yes,6,yes,FOUND,
4154,https://onixdatacentres.com/wp-content/uploads/2021/11/Screenshot-2021-11-15-at-13.55.02.png,2021/11/Screenshot-2021-11-15-at-13.55.02.png,2021/11/Screenshot-2021-11-15-at-13.55.02.png,Screenshot-2021-11-15-at-13.55.02.png,,,,yes,2,yes,FOUND,
4155,https://onixdatacentres.com/wp-content/uploads/2021/11/Screenshot-2021-11-15-at-13.55.36.png,2021/11/Screenshot-2021-11-15-at-13.55.36.png,2021/11/Screenshot-2021-11-15-at-13.55.36.png,Screenshot-2021-11-15-at-13.55.36.png,,,,yes,2,no,UNUSED,not referenced by scoped content scan
4156,https://onixdatacentres.com/wp-content/uploads/2021/11/Screenshot-2021-11-15-at-13.56.00.png,2021/11/Screenshot-2021-11-15-at-13.56.00.png,2021/11/Screenshot-2021-11-15-at-13.56.00.png,Screenshot-2021-11-15-at-13.56.00.png,,,,yes,2,yes,FOUND,
4217,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9501-scaled.jpg,2021/12/IMG_9501-scaled.jpg,2021/12/IMG_9501-scaled.jpg,IMG_9501-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4223,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9718-scaled.jpg,2021/12/IMG_9718-scaled.jpg,2021/12/IMG_9718-scaled.jpg,IMG_9718-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4225,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9482-scaled.jpg,2021/12/IMG_9482-scaled.jpg,2021/12/IMG_9482-scaled.jpg,IMG_9482-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4229,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9754-scaled.jpg,2021/12/IMG_9754-scaled.jpg,2021/12/IMG_9754-scaled.jpg,IMG_9754-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4230,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9788-scaled.jpg,2021/12/IMG_9788-scaled.jpg,2021/12/IMG_9788-scaled.jpg,IMG_9788-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4231,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9501-1-scaled.jpg,2021/12/IMG_9501-1-scaled.jpg,2021/12/IMG_9501-1-scaled.jpg,IMG_9501-1-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4233,https://onixdatacentres.com/wp-content/uploads/2021/12/IMG_9660-scaled.jpg,2021/12/IMG_9660-scaled.jpg,2021/12/IMG_9660-scaled.jpg,IMG_9660-scaled.jpg,,,,no,6,yes,FOUND,
4244,https://onixdatacentres.com/wp-content/uploads/2021/12/pexels-christina-morillo-1181354-scaled.jpg,2021/12/pexels-christina-morillo-1181354-scaled.jpg,2021/12/pexels-christina-morillo-1181354-scaled.jpg,pexels-christina-morillo-1181354-scaled.jpg,,,,no,6,no,UNUSED,not referenced by scoped content scan
4392,https://onixdatacentres.com/wp-content/uploads/2022/05/CKR-Logo-CMYK-clr-Christopher-Hayes.png,2022/05/CKR-Logo-CMYK-clr-Christopher-Hayes.png,2022/05/CKR-Logo-CMYK-clr-Christopher-Hayes.png,CKR-Logo-CMYK-clr-Christopher-Hayes.png,,,,yes,21,no,UNUSED,not referenced by scoped content scan
4393,https://onixdatacentres.com/wp-content/uploads/2022/05/AIIM-1.png,2022/05/AIIM-1.png,2022/05/AIIM-1.png,AIIM-1.png,,,,yes,8,no,UNUSED,not referenced by scoped content scan
4406,https://onixdatacentres.com/wp-content/uploads/2022/05/aim_new.jpg,2022/05/aim_new.jpg,2022/05/aim_new.jpg,aim_new.jpg,,,,yes,16,yes,FOUND,
4407,https://onixdatacentres.com/wp-content/uploads/2022/05/ckr-new.jpg,2022/05/ckr-new.jpg,2022/05/ckr-new.jpg,ckr-new.jpg,,,,yes,16,yes,FOUND,
4446,https://onixdatacentres.com/wp-content/uploads/2022/10/onix-dc-solar.jpg,2022/10/onix-dc-solar.jpg,2022/10/onix-dc-solar.jpg,onix-dc-solar.jpg,,Onix Data Centre and solar farm,Onix Data Centre and solar farm,yes,17,no,UNUSED,not referenced by scoped content scan
4462,https://onixdatacentres.com/wp-content/uploads/2022/10/IMG_9806.jpg,2022/10/IMG_9806.jpg,2022/10/IMG_9806.jpg,IMG_9806.jpg,,,,yes,18,no,UNUSED,not referenced by scoped content scan
4468,https://onixdatacentres.com/wp-content/uploads/2022/10/Onix-security.png,2022/10/Onix-security.png,2022/10/Onix-security.png,Onix-security.png,,,,yes,18,no,UNUSED,not referenced by scoped content scan
4473,https://onixdatacentres.com/wp-content/uploads/2022/11/Onix-new-logo.png,2022/11/Onix-new-logo.png,2022/11/Onix-new-logo.png,Onix-new-logo.png,,,,yes,12,no,UNUSED,not referenced by scoped content scan
4481,https://onixdatacentres.com/wp-content/uploads/2022/11/Privacy-Policy.zip,2022/11/Privacy-Policy.zip,2022/11/Privacy-Policy.zip,Privacy-Policy.zip,,,,yes,0,yes,FOUND,
4488,https://onixdatacentres.com/wp-content/uploads/2022/11/Onix_white_logo.png,2022/11/Onix_white_logo.png,2022/11/Onix_white_logo.png,Onix_white_logo.png,,,,yes,8,yes,FOUND,
4498,https://onixdatacentres.com/wp-content/uploads/2022/11/africom.jpeg,2022/11/africom.jpeg,2022/11/africom.jpeg,africom.jpeg,,,,yes,19,no,UNUSED,not referenced by scoped content scan
4499,https://onixdatacentres.com/wp-content/uploads/2022/11/liquid-onix.jpeg,2022/11/liquid-onix.jpeg,2022/11/liquid-onix.jpeg,liquid-onix.jpeg,,,,yes,19,no,UNUSED,not referenced by scoped content scan
4500,https://onixdatacentres.com/wp-content/uploads/2022/11/onix-africa-tech.jpeg,2022/11/onix-africa-tech.jpeg,2022/11/onix-africa-tech.jpeg,onix-africa-tech.jpeg,,,,yes,17,no,UNUSED,not referenced by scoped content scan
4501,https://onixdatacentres.com/wp-content/uploads/2022/11/Onix-Team-at-Africa-Tech-Festival.jpeg,2022/11/Onix-Team-at-Africa-Tech-Festival.jpeg,2022/11/Onix-Team-at-Africa-Tech-Festival.jpeg,Onix-Team-at-Africa-Tech-Festival.jpeg,,,,yes,20,yes,FOUND,
4522,https://onixdatacentres.com/wp-content/uploads/2022/11/Onix-Team-on-Banner.jpeg,2022/11/Onix-Team-on-Banner.jpeg,2022/11/Onix-Team-on-Banner.jpeg,Onix-Team-on-Banner.jpeg,,,,yes,19,yes,FOUND,
4539,https://onixdatacentres.com/wp-content/uploads/2022/11/cropped-Onix-new-logo.png,2022/11/cropped-Onix-new-logo.png,2022/11/cropped-Onix-new-logo.png,cropped-Onix-new-logo.png,,,,yes,13,no,UNUSED,not referenced by scoped content scan
4549,https://onixdatacentres.com/wp-content/uploads/2022/12/onix-iso-certification-image-e1671529932223.jpeg,2022/12/onix-iso-certification-image-e1671529932223.jpeg,2022/12/onix-iso-certification-image-e1671529932223.jpeg,onix-iso-certification-image-e1671529932223.jpeg,,,,yes,11,yes,FOUND,
4553,https://onixdatacentres.com/wp-content/uploads/2022/12/Image_Placeholder_Hero.jpeg,2022/12/Image_Placeholder_Hero.jpeg,2022/12/Image_Placeholder_Hero.jpeg,Image_Placeholder_Hero.jpeg,,,,yes,18,no,UNUSED,not referenced by scoped content scan
4554,https://onixdatacentres.com/wp-content/uploads/2022/12/Image_Placeholder-about.jpeg,2022/12/Image_Placeholder-about.jpeg,2022/12/Image_Placeholder-about.jpeg,Image_Placeholder-about.jpeg,,,,yes,10,no,UNUSED,not referenced by scoped content scan
4555,https://onixdatacentres.com/wp-content/uploads/2022/12/Image-Testemonials.jpeg,2022/12/Image-Testemonials.jpeg,2022/12/Image-Testemonials.jpeg,Image-Testemonials.jpeg,,,,yes,0,no,UNUSED,not referenced by scoped content scan
4660,https://onixdatacentres.com/wp-content/uploads/2022/12/pexels-christina-morillo-1181354-scaled.jpg,2022/12/pexels-christina-morillo-1181354-scaled.jpg,2022/12/pexels-christina-morillo-1181354-scaled.jpg,pexels-christina-morillo-1181354-scaled.jpg,,,,no,20,no,UNUSED,not referenced by scoped content scan
4664,https://onixdatacentres.com/wp-content/uploads/2022/12/pexels-brett-sayles-4508751-scaled.jpg,2022/12/pexels-brett-sayles-4508751-scaled.jpg,2022/12/pexels-brett-sayles-4508751-scaled.jpg,pexels-brett-sayles-4508751-scaled.jpg,,,,no,20,no,UNUSED,not referenced by scoped content scan
4670,https://onixdatacentres.com/wp-content/uploads/2022/12/Woman-using-laptop-at-the-data-center.png,2022/12/Woman-using-laptop-at-the-data-center.png,2022/12/Woman-using-laptop-at-the-data-center.png,Woman-using-laptop-at-the-data-center.png,,,,yes,21,no,UNUSED,not referenced by scoped content scan
4671,https://onixdatacentres.com/wp-content/uploads/2022/12/Woman-at-a-data-center-scaled.jpg,2022/12/Woman-at-a-data-center-scaled.jpg,2022/12/Woman-at-a-data-center-scaled.jpg,Woman-at-a-data-center-scaled.jpg,,,,no,21,no,UNUSED,not referenced by scoped content scan
